"Austen_Northanger.txt"	"Austen_Persuasion.txt"	"Austen_Pride.txt"	"Austen_Sense.txt"	"CBronte_Jane.txt"	"Dickens_Hard.txt"	"EEE_Adam.txt"
"conduct"	0.0194046648814375	0.0228041959720589	0.0188939637893077	0.030937230866995	0.00801616057972873	0.00288869844876893	0.00602300789014034
"makes"	0.0103491546034333	0.00720132504380806	0.00575033680544146	0.00501684824870189	0.00534410705315249	0.0086660953463068	0.0203855651666288
"b"	0	0	0.000821476686491637	0	0	0.0115547937950757	0.00185323319696626
"laid"	0.00129364432542917	0.00360066252190403	0.0065718134919331	0.00752527237305284	0.0256517138551319	0.0202208891413825	0.0203855651666288
"entered"	0.0401029740883042	0.00960176672507741	0.0295731607136989	0.0334456549913459	0.0288581780870234	0.00577739689753787	0.0259452647575276
"circumstances"	0.0194046648814375	0.0300055210158669	0.0230013472217658	0.0242480998687258	0.0133602676328812	0.0192579896584596	0.0064863161893819
"until"	0	0	0.00246443005947491	0	0.002137642821261	0.0529594715607638	0.0143625572764885
"giving"	0.0219919535322958	0.0228041959720589	0.0205369171622909	0.0317733722417786	0.00320646423189149	0.0115547937950757	0.0194589485681457
"appeared"	0.0297538194848708	0.0240044168126935	0.0254657772812408	0.0292649481174277	0.0309958209082844	0.0308127834535353	0.00833954938634816
"hath"	0	0	0	0	0	0.00577739689753787	0.000926616598483129
"strange"	0.0284601751594417	0.00360066252190403	0.00821476686491637	0.0192312516200239	0.0518378384155791	0.0134805927609217	0.0222387983635951
"particular"	0.0206983092068667	0.0192035334501548	0.0230013472217658	0.0384625032400478	0.00320646423189149	0.0144434922438447	0.00926616598483129
"book"	0.0194046648814375	0.00960176672507741	0.0131436269838662	0.00501684824870189	0.0245828924445014	0.00674029638046084	0.0134359406780054
"belford"	0	0	0	0	0	0	0
"carried"	0.007761865952575	0.00840154588444274	0.0065718134919331	0.0133782619965384	0.010688214106305	0.0144434922438447	0.0129726323787638
"passion"	0.00646822162714583	0	0.00164295337298327	0.00418070687391824	0.0138946783381965	0.00288869844876893	0.0125093240795222
"joseph"	0	0	0	0	0	0.000962899482922978	0.000926616598483129
"sex"	0.0116427989288625	0.00360066252190403	0.00575033680544146	0.00585298962348554	0.0010688214106305	0.000962899482922978	0.00138992489772469
"likely"	0.0194046648814375	0.0288053001752322	0.0312161140866822	0.0234119584939422	0.012825856927566	0.0105918943121528	0.0245553398598029
"sophia"	0.00258728865085833	0.00240044168126935	0	0.000836141374783648	0	0	0
"crawley"	0	0	0	0	0	0	0
"madame"	0	0	0	0	0.00641292846378299	0	0.000463308299241564
"promise"	0.01552373190515	0.0120022084063468	0.0139651036703578	0.0183951102452403	0.0154979104541422	0.00674029638046084	0.00833954938634816
"several"	0.0103491546034333	0.0120022084063468	0.0188939637893077	0.0125421206217547	0.00480969634783724	0.0134805927609217	0.00880285768558972
"smile"	0.0245792421831542	0.0156028709282508	0.0238228239082575	0.0192312516200239	0.0251173031498167	0.0125176932779987	0.0152891738749716
"unhappy"	0.007761865952575	0.00480088336253871	0.0106791969243913	0.016722827495673	0.00320646423189149	0.00481449741461489	0.00324315809469095
"probably"	0.0168173762305792	0.0216039751314242	0.0197154404757993	0.0192312516200239	0.0208420175072947	0.0125176932779987	0.00787624108710659
"former"	0.0181110205560083	0.033606183537771	0.0312161140866822	0.0259203826182931	0.00855057128504398	0.0105918943121528	0.00277984979544939
"window"	0.0181110205560083	0.0192035334501548	0.0131436269838662	0.0183951102452403	0.0315302316135997	0.0308127834535353	0.0171424070719379
"run"	0.007761865952575	0.00720132504380806	0.00903624355140801	0.00418070687391824	0.00961939269567448	0.0211837886243055	0.0273351896552523
"comfort"	0.0375156854374458	0.0252046376533282	0.0254657772812408	0.0526769066113699	0.0122914462222507	0.00770319586338382	0.021312181765112
"pendennis"	0	0	0	0	0	0	0
"lydgate"	0	0	0	0	0	0	0
"there^s"	0.00129364432542917	0	0.00164295337298327	0.00250842412435095	0.00320646423189149	0.0346643813852272	0.118143616306599
"generally"	0.00905551027800417	0.0216039751314242	0.0131436269838662	0.00836141374783648	0.0112226248116202	0.00770319586338382	0.00370646639393251
"fell"	0.0103491546034333	0.0108019875657121	0.00164295337298327	0.0100336964974038	0.0293925887923387	0.0259982860389204	0.0162157904734548
"try"	0.0038809329762875	0.0108019875657121	0.00985772023789965	0.00585298962348554	0.0165667318647727	0.0211837886243055	0.0148258655757301
"act"	0.0038809329762875	0.00960176672507741	0.00739329017842474	0.00836141374783648	0.0133602676328812	0.0134805927609217	0.0120460157802807
"looks"	0.01552373190515	0.0168030917688855	0.00985772023789965	0.014214403371322	0.0117570355169355	0.0105918943121528	0.025481956458286
"resolved"	0.0129364432542917	0.00120022084063468	0.0254657772812408	0.0234119584939422	0.0138946783381965	0.00674029638046084	0.00324315809469095
"turning"	0.0219919535322958	0.0168030917688855	0.0106791969243913	0.0125421206217547	0.0122914462222507	0.0211837886243055	0.0291884228522186
"future"	0.0142300875797208	0.0168030917688855	0.0123221502973746	0.0234119584939422	0.0160323211594575	0.00481449741461489	0.0203855651666288
"greater"	0.023285597857725	0.0156028709282508	0.0205369171622909	0.0317733722417786	0.00374087493720674	0.0144434922438447	0.00602300789014034
"thank"	0.0194046648814375	0.0144026500876161	0.0156080570433411	0.00919755512262013	0.0144290890435117	0.0317756829364583	0.0194589485681457
"thousand"	0.0181110205560083	0.00960176672507741	0.027108730654224	0.0392986446148315	0.012825856927566	0.0105918943121528	0.000926616598483129
"hair"	0.01552373190515	0.00120022084063468	0.00246443005947491	0.0150505447461057	0.0358055172561217	0.0298498839706123	0.0324315809469095
"clarissa"	0	0	0	0	0	0	0
"mentioned"	0.0103491546034333	0.0156028709282508	0.0230013472217658	0.0158866861208893	0.00641292846378299	0.0182950901755366	0.00463308299241564
"feelings"	0.0659758605968875	0.0900165630476008	0.0706469950382808	0.0610383203592063	0.0256517138551319	0.00385159793169191	0.0315049643484264
"lopez"	0	0	0	0	0	0	0
"street"	0.054333061668025	0.0312057418565016	0.0147865803568495	0.0401347859896151	0.00480969634783724	0.0365901803510731	0.00416977469317408
"em"	0	0	0	0.000836141374783648	0.0010688214106305	0.0693287627704544	0.0824688772649984
"happened"	0.0103491546034333	0.0132024292469814	0.0197154404757993	0.0250842412435095	0.0144290890435117	0.0154063917267676	0.0240920315605613
"entirely"	0.0362220411120167	0.0204037542907895	0.0205369171622909	0.0359540791156969	0.00587851775846774	0.00481449741461489	0.00741293278786503
"speaking"	0.01552373190515	0.0252046376533282	0.027108730654224	0.0175589688704566	0.019238785391349	0.0144434922438447	0.0282618062537354
"appearance"	0.0310474638103	0.0288053001752322	0.027108730654224	0.0234119584939422	0.0112226248116202	0.0105918943121528	0.0064863161893819
"service"	0.00517457730171667	0.0120022084063468	0.00575033680544146	0.00752527237305284	0.00961939269567448	0.0105918943121528	0.00926616598483129
"mary"	0	0.145226721716796	0.0312161140866822	0.0016722827495673	0.0454249099517962	0	0.0111193991817975
"pamela"	0	0	0	0	0.000534410705315249	0	0
"i^ve"	0	0	0	0.000836141374783648	0.00748174987441348	0.00962899482922978	0.100537900935419
"reader"	0.0038809329762875	0.00120022084063468	0.00246443005947491	0	0.0208420175072947	0.00192579896584596	0.00231654149620782
"especially"	0.0116427989288625	0.0156028709282508	0.018072487102816	0.0150505447461057	0.0112226248116202	0.00385159793169191	0.00555969959089877
"forgive"	0.00517457730171667	0.00240044168126935	0.00821476686491637	0.00836141374783648	0.00908498199035923	0.00674029638046084	0.00926616598483129
"impossible"	0.0284601751594417	0.0180033126095202	0.036144974205632	0.0301010894922113	0.0122914462222507	0.0115547937950757	0.0115827074810391
"carriage"	0.0323411081357292	0.0300055210158669	0.036144974205632	0.0342817963661296	0.0154979104541422	0.00385159793169191	0.00509639129165721
"proper"	0.0103491546034333	0.0204037542907895	0.0164295337298327	0.0200673929948076	0.002137642821261	0.00577739689753787	0.00277984979544939
"writing"	0.0116427989288625	0.00960176672507741	0.00985772023789965	0.0125421206217547	0.00587851775846774	0.00577739689753787	0.0064863161893819
"dorothea"	0	0	0	0	0	0	0
"observed"	0.0116427989288625	0.0204037542907895	0.0221798705352742	0.0125421206217547	0.0160323211594575	0.0288869844876893	0.010656090882556
"he^s"	0	0	0	0	0.002137642821261	0.0115547937950757	0.0745926361778919
"pity"	0.007761865952575	0.0156028709282508	0.00739329017842474	0.0158866861208893	0.0165667318647727	0.0231095875901515	0.0250186481590445
"emma"	0	0.00120022084063468	0	0	0	0.00385159793169191	0
"english"	0.0038809329762875	0.00360066252190403	0	0	0.0122914462222507	0.00674029638046084	0.00416977469317408
"object"	0.0284601751594417	0.0384070669003097	0.0394308809515986	0.030937230866995	0.0117570355169355	0.0231095875901515	0.00833954938634816
"private"	0.007761865952575	0.00720132504380806	0.00903624355140801	0.0108698378721874	0.00587851775846774	0.0086660953463068	0.00231654149620782
"knowledge"	0.0181110205560083	0.0264048584939629	0.0164295337298327	0.0234119584939422	0.00374087493720674	0.0144434922438447	0.0176057153711794
"ladyship"	0.00129364432542917	0	0.0246443005947491	0.00585298962348554	0.000534410705315249	0.000962899482922978	0
"pass"	0.0142300875797208	0.0144026500876161	0.0131436269838662	0.00668913099826919	0.0240484817391862	0.00770319586338382	0.00694962448862346
"along"	0.0194046648814375	0.0156028709282508	0.00739329017842474	0.00836141374783648	0.0160323211594575	0.0250353865559974	0.0500372963180889
"behaviour"	0.0142300875797208	0.00480088336253871	0.0435382643840568	0.0535130479861535	0	0.000962899482922978	0.00324315809469095
"effect"	0.01552373190515	0.0132024292469814	0.0156080570433411	0.0192312516200239	0.00908498199035923	0.0154063917267676	0.018069023670421
"tone"	0.007761865952575	0.0216039751314242	0.0131436269838662	0.0100336964974038	0.0224452496232405	0.0173321906926136	0.0324315809469095
"excuse"	0.00517457730171667	0.00840154588444274	0.0131436269838662	0.014214403371322	0.00587851775846774	0.00962899482922978	0.00416977469317408
"instead"	0.0219919535322958	0.0180033126095202	0.0172510104163244	0.0117059792469711	0.00961939269567448	0.0163692912096906	0.0208488734658704
"silent"	0.0116427989288625	0.0132024292469814	0.0213583938487826	0.030937230866995	0.0224452496232405	0.0115547937950757	0.0166790987726963
"matters"	0.0129364432542917	0.00960176672507741	0.0065718134919331	0.00752527237305284	0.00694733916909824	0.00770319586338382	0.00602300789014034
"lived"	0.0129364432542917	0.0228041959720589	0.0115006736108829	0.016722827495673	0.0203076068019795	0.0231095875901515	0.0125093240795222
"beyond"	0.0362220411120167	0.0276050793345976	0.0295731607136989	0.0384625032400478	0.0229796603285557	0.0105918943121528	0.0185323319696626
"fond"	0.0245792421831542	0.0132024292469814	0.0131436269838662	0.0175589688704566	0.00855057128504398	0.0105918943121528	0.0264085730567692
"re"	0	0	0	0	0.00480969634783724	0.0375530798339961	0.090345118352105
"dark"	0.0129364432542917	0.00960176672507741	0.00164295337298327	0.0016722827495673	0.0497001955943181	0.0356272808681502	0.0430876718294655
"servants"	0.0038809329762875	0.00720132504380806	0.00985772023789965	0.00752527237305284	0.0187043746860337	0.000962899482922978	0.0111193991817975
"spirits"	0.0491584843663083	0.0492090544660218	0.0320375907731739	0.0576937548600717	0.0101538034009897	0.00770319586338382	0.00555969959089877
"week"	0.01552373190515	0.0300055210158669	0.0238228239082575	0.028428806742644	0.0154979104541422	0.00770319586338382	0.0166790987726963
"intended"	0.0103491546034333	0.00840154588444274	0.0172510104163244	0.0108698378721874	0.00641292846378299	0.00674029638046084	0.00694962448862346
"notice"	0.0323411081357292	0.0228041959720589	0.0172510104163244	0.0225758171191585	0.0122914462222507	0.00770319586338382	0.018069023670421
"sight"	0.0271665308340125	0.0276050793345976	0.0139651036703578	0.0150505447461057	0.017101142570088	0.0154063917267676	0.0430876718294655
"beg"	0.00905551027800417	0.00960176672507741	0.0139651036703578	0.00836141374783648	0.00534410705315249	0.0125176932779987	0.00324315809469095
"fit"	0.00646822162714583	0.0120022084063468	0.00328590674596655	0.00752527237305284	0.010688214106305	0.0105918943121528	0.00741293278786503
"art"	0.00258728865085833	0.00360066252190403	0.00246443005947491	0.0016722827495673	0.0010688214106305	0.0086660953463068	0.0101927825833144
"st"	0.0038809329762875	0.00480088336253871	0.00575033680544146	0.000836141374783648	0.0737486773335043	0.00674029638046084	0.0379912805378083
"respect"	0.0129364432542917	0.0204037542907895	0.0246443005947491	0.0183951102452403	0.00694733916909824	0.0115547937950757	0.010656090882556
"wrote"	0.00129364432542917	0.00480088336253871	0.0172510104163244	0.0100336964974038	0.00801616057972873	0.00674029638046084	0.00370646639393251
"although"	0.00258728865085833	0	0.000821476686491637	0.00418070687391824	0.000534410705315249	0.0125176932779987	0.00370646639393251
"fault"	0.007761865952575	0.00480088336253871	0.00575033680544146	0.00418070687391824	0.00855057128504398	0.00577739689753787	0.0111193991817975
"acquaintance"	0.0620949276206	0.0732134712787153	0.0427167876975651	0.0535130479861535	0.00908498199035923	0.00577739689753787	0.00324315809469095
"step"	0.007761865952575	0.00360066252190403	0.0131436269838662	0.0016722827495673	0.0251173031498167	0.0154063917267676	0.0157524821742132
"cold"	0.0116427989288625	0.0144026500876161	0.0147865803568495	0.0175589688704566	0.0427528564252199	0.0173321906926136	0.0194589485681457
"sitting"	0.0168173762305792	0.0132024292469814	0.0164295337298327	0.0175589688704566	0.0197731960966642	0.0144434922438447	0.0143625572764885
"age"	0.0168173762305792	0.0132024292469814	0.0123221502973746	0.0158866861208893	0.017101142570088	0.0211837886243055	0.0129726323787638
"quiet"	0.0103491546034333	0.0180033126095202	0.0065718134919331	0.0158866861208893	0.0309958209082844	0.0337014819023042	0.0250186481590445
"virtue"	0.00258728865085833	0	0.00821476686491637	0.0016722827495673	0.00374087493720674	0.00481449741461489	0.00185323319696626
"white"	0.00517457730171667	0.00600110420317338	0.00246443005947491	0.00418070687391824	0.0368743386667522	0.0231095875901515	0.0324315809469095
"common"	0.0310474638103	0.0180033126095202	0.0156080570433411	0.0259203826182931	0.010688214106305	0.0192579896584596	0.0222387983635951
"micawber"	0	0	0	0	0	0	0
"carry"	0.007761865952575	0.00600110420317338	0.00410738343245819	0.00418070687391824	0.00427528564252199	0.00481449741461489	0.0189956402689041
"seem"	0.0181110205560083	0.0192035334501548	0.0131436269838662	0.016722827495673	0.012825856927566	0.0163692912096906	0.0171424070719379
"opened"	0.0103491546034333	0.0120022084063468	0.0131436269838662	0.00836141374783648	0.0336678744348607	0.0163692912096906	0.0227021066628366
"unless"	0.0116427989288625	0.00480088336253871	0.0164295337298327	0.00334456549913459	0.00534410705315249	0.0163692912096906	0.00787624108710659
"temper"	0.0103491546034333	0.0144026500876161	0.0197154404757993	0.0175589688704566	0.00427528564252199	0.000962899482922978	0.00787624108710659
"forward"	0.023285597857725	0.0300055210158669	0.0221798705352742	0.016722827495673	0.0154979104541422	0.00962899482922978	0.0194589485681457
"horse"	0.0310474638103	0.00360066252190403	0.00246443005947491	0.00668913099826919	0.0133602676328812	0.0221466881072285	0.0115827074810391
"ground"	0.0103491546034333	0.00600110420317338	0.00903624355140801	0.00585298962348554	0.0144290890435117	0.0202208891413825	0.0199222568673873
"persons"	0.00129364432542917	0.0108019875657121	0.00739329017842474	0.000836141374783648	0.00320646423189149	0.00770319586338382	0.000463308299241564
"cries"	0	0	0	0.000836141374783648	0.00160323211594575	0.00385159793169191	0.00231654149620782
"offer"	0.00905551027800417	0.00720132504380806	0.0230013472217658	0.0125421206217547	0.0160323211594575	0.0125176932779987	0.00370646639393251
"affection"	0.0310474638103	0.0108019875657121	0.047645647816515	0.0660551686079082	0.0144290890435117	0.00385159793169191	0.0115827074810391
"beauty"	0.0129364432542917	0.0120022084063468	0.0221798705352742	0.0175589688704566	0.0165667318647727	0.00192579896584596	0.0208488734658704
"living"	0.0103491546034333	0.0264048584939629	0.0197154404757993	0.0292649481174277	0.019238785391349	0.0105918943121528	0.018069023670421
"court"	0.00646822162714583	0	0.00328590674596655	0.00334456549913459	0.000534410705315249	0.00288869844876893	0.00880285768558972
"nay"	0.0194046648814375	0.0120022084063468	0.00821476686491637	0.00836141374783648	0.00480969634783724	0.00288869844876893	0.0583768457044371
"mention"	0.0103491546034333	0.0144026500876161	0.0246443005947491	0.0117059792469711	0.00480969634783724	0.00385159793169191	0.00602300789014034
"public"	0.007761865952575	0.00960176672507741	0.00985772023789965	0.00919755512262013	0.00427528564252199	0.0173321906926136	0.00602300789014034
"knowing"	0.0103491546034333	0.0180033126095202	0.0221798705352742	0.0192312516200239	0.00320646423189149	0.0182950901755366	0.0222387983635951
"paid"	0.0038809329762875	0.00720132504380806	0.0156080570433411	0.0100336964974038	0.00374087493720674	0.0086660953463068	0.00370646639393251
"justice"	0.00517457730171667	0.0168030917688855	0.0123221502973746	0.0117059792469711	0.00587851775846774	0.00577739689753787	0.00602300789014034
"otherwise"	0.0129364432542917	0.0108019875657121	0.0131436269838662	0.0209035343695912	0.00855057128504398	0.0125176932779987	0.00833954938634816
"pleasant"	0.0168173762305792	0.0156028709282508	0.0172510104163244	0.0125421206217547	0.0176355532754032	0.0105918943121528	0.0240920315605613
"secret"	0.0142300875797208	0.0108019875657121	0.00492886011894982	0.0158866861208893	0.0101538034009897	0.00962899482922978	0.0143625572764885
"consider"	0.0142300875797208	0.0144026500876161	0.027108730654224	0.0183951102452403	0.0138946783381965	0.0144434922438447	0.00231654149620782
"condition"	0	0.00360066252190403	0.00246443005947491	0.00836141374783648	0.00587851775846774	0.0086660953463068	0.00694962448862346
"silence"	0.0219919535322958	0.0132024292469814	0.0279302073407157	0.0267565239930768	0.0325990530242302	0.0163692912096906	0.0273351896552523
"wicked"	0	0	0	0.00250842412435095	0.00748174987441348	0.00577739689753787	0.00277984979544939
"liked"	0.00646822162714583	0.0180033126095202	0.0221798705352742	0.00585298962348554	0.0293925887923387	0.00577739689753787	0.0222387983635951
"charming"	0.0297538194848708	0.00480088336253871	0.0164295337298327	0.014214403371322	0.002137642821261	0.00577739689753787	0.00370646639393251
"didn^t"	0	0	0	0	0.000534410705315249	0.0327385824193812	0.039381205435533
"hoped"	0.0194046648814375	0.0216039751314242	0.0164295337298327	0.0158866861208893	0.00374087493720674	0.00770319586338382	0.00463308299241564
"confidence"	0.0116427989288625	0.0132024292469814	0.00903624355140801	0.0259203826182931	0.0112226248116202	0.0259982860389204	0.00972947428407285
"fall"	0.00517457730171667	0.0108019875657121	0.00739329017842474	0.00501684824870189	0.0112226248116202	0.0182950901755366	0.0125093240795222
"minutes"	0.0646822162714583	0.0312057418565016	0.0303946374001906	0.0392986446148315	0.0400808028986437	0.0163692912096906	0.0185323319696626
"agreeable"	0.0413966184137333	0.0456083919441177	0.036144974205632	0.0209035343695912	0.00427528564252199	0.0125176932779987	0.00602300789014034
"attention"	0.0362220411120167	0.0324059626971363	0.0558604146814313	0.0484961997374516	0.012825856927566	0.0144434922438447	0.0101927825833144
"adams"	0	0	0	0	0	0	0
"man^s"	0.00258728865085833	0.00840154588444274	0.00410738343245819	0.000836141374783648	0.00267205352657624	0.00674029638046084	0.0199222568673873
"lips"	0.00905551027800417	0	0.00739329017842474	0.00836141374783648	0.0331334637295454	0.0182950901755366	0.0227021066628366
"six"	0.0168173762305792	0.0144026500876161	0.00821476686491637	0.0117059792469711	0.0122914462222507	0.0105918943121528	0.00880285768558972
"receive"	0.0103491546034333	0.00960176672507741	0.0230013472217658	0.0133782619965384	0.00801616057972873	0.00770319586338382	0.00463308299241564
"yours"	0.01552373190515	0.0156028709282508	0.0164295337298327	0.0117059792469711	0.012825856927566	0.00962899482922978	0.00972947428407285
"beginning"	0.0129364432542917	0.0312057418565016	0.00985772023789965	0.00919755512262013	0.00855057128504398	0.00577739689753787	0.018069023670421
"finn"	0	0	0	0	0	0	0
"mistress"	0.00646822162714583	0.00720132504380806	0.00739329017842474	0.00919755512262013	0.0122914462222507	0.00385159793169191	0.00231654149620782
"view"	0.0323411081357292	0.0204037542907895	0.0139651036703578	0.0175589688704566	0.0101538034009897	0.0134805927609217	0.0115827074810391
"peggotty"	0	0	0	0	0	0	0
"surely"	0.0038809329762875	0.00480088336253871	0.00328590674596655	0.00501684824870189	0.0101538034009897	0.00192579896584596	0.0143625572764885
"clock"	0.0323411081357292	0.00360066252190403	0.00492886011894982	0.0117059792469711	0.0251173031498167	0.0144434922438447	0.0315049643484264
"talked"	0.0284601751594417	0.0384070669003097	0.0312161140866822	0.0267565239930768	0.00855057128504398	0.00674029638046084	0.00741293278786503
"allow"	0.0219919535322958	0.0108019875657121	0.0254657772812408	0.0217396757443749	0.00694733916909824	0.0154063917267676	0.0064863161893819
"engaged"	0.0284601751594417	0.0228041959720589	0.0312161140866822	0.0351179377409132	0.00641292846378299	0.00674029638046084	0.000926616598483129
"to-morrow"	0	0.0204037542907895	0.0123221502973746	0.00585298962348554	0.0133602676328812	0.0125176932779987	0.0231654149620782
"offered"	0.00905551027800417	0.00600110420317338	0.00739329017842474	0.00836141374783648	0.0144290890435117	0.00481449741461489	0.00463308299241564
"latter"	0.0168173762305792	0.00720132504380806	0.018072487102816	0.0209035343695912	0.00267205352657624	0.00481449741461489	0.000463308299241564
"followed"	0.0181110205560083	0.0180033126095202	0.0205369171622909	0.0150505447461057	0.0299269994976539	0.0105918943121528	0.0157524821742132
"generous"	0.00646822162714583	0.00240044168126935	0.00903624355140801	0.00418070687391824	0.00480969634783724	0.000962899482922978	0.00602300789014034
"parents"	0.00517457730171667	0.00480088336253871	0.00575033680544146	0.000836141374783648	0.00534410705315249	0.00192579896584596	0.00277984979544939
"school"	0	0.0120022084063468	0.00164295337298327	0.00501684824870189	0.0400808028986437	0.0298498839706123	0.00509639129165721
"getting"	0.0129364432542917	0.0168030917688855	0.00575033680544146	0.00668913099826919	0.0112226248116202	0.0202208891413825	0.0273351896552523
"greatest"	0.0181110205560083	0.00960176672507741	0.0164295337298327	0.0234119584939422	0.00160323211594575	0.00962899482922978	0.00416977469317408
"months"	0.007761865952575	0.0204037542907895	0.0172510104163244	0.030937230866995	0.0160323211594575	0.00288869844876893	0.0111193991817975
"noble"	0.00905551027800417	0.00240044168126935	0.00903624355140801	0.00334456549913459	0.00801616057972873	0.00577739689753787	0.000463308299241564
"feet"	0	0.00240044168126935	0.000821476686491637	0.00250842412435095	0.0219108389179252	0.0105918943121528	0.00509639129165721
"society"	0.00646822162714583	0.0156028709282508	0.027108730654224	0.0200673929948076	0.0138946783381965	0.0115547937950757	0.00555969959089877
"supposed"	0.0219919535322958	0.0228041959720589	0.0213583938487826	0.0200673929948076	0.00587851775846774	0.00962899482922978	0.00370646639393251
"allowed"	0.0194046648814375	0.0180033126095202	0.0213583938487826	0.014214403371322	0.0101538034009897	0.0086660953463068	0.00555969959089877
"joy"	0.0103491546034333	0.00600110420317338	0.00985772023789965	0.0200673929948076	0.0101538034009897	0.000962899482922978	0.0189956402689041
"tried"	0.00905551027800417	0.0156028709282508	0.0131436269838662	0.0183951102452403	0.0138946783381965	0.0211837886243055	0.0115827074810391
"garden"	0.00905551027800417	0.00360066252190403	0.00985772023789965	0.00919755512262013	0.014963499748827	0.00962899482922978	0.0138992489772469
"talking"	0.0219919535322958	0.0288053001752322	0.0320375907731739	0.0225758171191585	0.012825856927566	0.0115547937950757	0.0185323319696626
"appear"	0.0181110205560083	0.0156028709282508	0.0246443005947491	0.0200673929948076	0.0101538034009897	0.00770319586338382	0.00370646639393251
"fancy"	0.023285597857725	0.00840154588444274	0.0156080570433411	0.0259203826182931	0.0138946783381965	0.0154063917267676	0.00694962448862346
"beautiful"	0.01552373190515	0.00720132504380806	0.0123221502973746	0.0100336964974038	0.014963499748827	0.0086660953463068	0.0166790987726963
"believed"	0.0245792421831542	0.0252046376533282	0.0303946374001906	0.0250842412435095	0.0117570355169355	0.0163692912096906	0.00741293278786503
"seat"	0.00905551027800417	0.0180033126095202	0.00492886011894982	0.00752527237305284	0.0197731960966642	0.00288869844876893	0.00416977469317408
"ah"	0.00905551027800417	0.0108019875657121	0.00328590674596655	0.00752527237305284	0.0112226248116202	0.0154063917267676	0.0324315809469095
"clear"	0.0116427989288625	0.0156028709282508	0.0065718134919331	0.00752527237305284	0.0219108389179252	0.0163692912096906	0.0268718813560107
"goodness"	0.0038809329762875	0.00480088336253871	0.00821476686491637	0.00668913099826919	0.00961939269567448	0.00288869844876893	0.00231654149620782
"perfect"	0.0194046648814375	0.0192035334501548	0.0139651036703578	0.00668913099826919	0.0101538034009897	0.00481449741461489	0.00833954938634816
"d"	0.0103491546034333	0.00240044168126935	0	0.00250842412435095	0.00267205352657624	0	0.00185323319696626
"dead"	0.00646822162714583	0.00720132504380806	0.00410738343245819	0.00334456549913459	0.0283237673817082	0.0182950901755366	0.0217754900643535
"assure"	0.023285597857725	0.0300055210158669	0.0320375907731739	0.0267565239930768	0.00427528564252199	0.0163692912096906	0.00231654149620782
"free"	0.00517457730171667	0.00600110420317338	0.00575033680544146	0.00836141374783648	0.0122914462222507	0.0144434922438447	0.0125093240795222
"excellent"	0.0168173762305792	0.0264048584939629	0.0156080570433411	0.0100336964974038	0.00587851775846774	0.00481449741461489	0.0129726323787638
"wharton"	0	0	0	0	0.000534410705315249	0	0
"ago"	0.0168173762305792	0.0192035334501548	0.0213583938487826	0.0125421206217547	0.02137642821261	0.0125176932779987	0.0240920315605613
"trust"	0.0142300875797208	0.00480088336253871	0.0123221502973746	0.0125421206217547	0.0101538034009897	0.0231095875901515	0.0176057153711794
"speech"	0.0116427989288625	0.00840154588444274	0.00985772023789965	0.00836141374783648	0.002137642821261	0.0086660953463068	0.0189956402689041
"mother^s"	0.01552373190515	0.0108019875657121	0.0205369171622909	0.0384625032400478	0.00641292846378299	0.00385159793169191	0.0240920315605613
"rose"	0.007761865952575	0.00120022084063468	0.00575033680544146	0.0117059792469711	0.0502346062996334	0.0182950901755366	0.021312181765112
"altogether"	0.0168173762305792	0.0156028709282508	0.0065718134919331	0.0125421206217547	0.00267205352657624	0.0192579896584596	0.00463308299241564
"delight"	0.0194046648814375	0.00720132504380806	0.0205369171622909	0.0200673929948076	0.0154979104541422	0.00192579896584596	0.00833954938634816
"proud"	0.00258728865085833	0.00960176672507741	0.018072487102816	0.00752527237305284	0.00748174987441348	0.0125176932779987	0.0120460157802807
"standing"	0.00905551027800417	0.00960176672507741	0.0106791969243913	0.00418070687391824	0.012825856927566	0.0221466881072285	0.0208488734658704
"countenance"	0.023285597857725	0.0180033126095202	0.0246443005947491	0.0234119584939422	0.0165667318647727	0.00385159793169191	0.00324315809469095
"england"	0.0129364432542917	0.00720132504380806	0.00410738343245819	0.00668913099826919	0.0197731960966642	0.00385159793169191	0.000926616598483129
"reading"	0.0129364432542917	0.00960176672507741	0.0115006736108829	0.00585298962348554	0.0101538034009897	0.00674029638046084	0.0129726323787638
"french"	0.0038809329762875	0.00240044168126935	0.000821476686491637	0	0.0219108389179252	0.00192579896584596	0.00416977469317408
"handsome"	0.0310474638103	0.0228041959720589	0.0303946374001906	0.0225758171191585	0.0187043746860337	0.00770319586338382	0.00926616598483129
"pounds"	0.0103491546034333	0.00600110420317338	0.0197154404757993	0.0342817963661296	0.0138946783381965	0.0086660953463068	0
"health"	0.00646822162714583	0.0240044168126935	0.0147865803568495	0.0108698378721874	0.00908498199035923	0.00481449741461489	0.0115827074810391
"sad"	0.00517457730171667	0.00720132504380806	0.00328590674596655	0.00250842412435095	0.0138946783381965	0.00192579896584596	0.0199222568673873
"history"	0.0103491546034333	0.0192035334501548	0.00328590674596655	0.000836141374783648	0.00641292846378299	0.00192579896584596	0.00555969959089877
"sooner"	0.0103491546034333	0.0120022084063468	0.0106791969243913	0.00919755512262013	0.00534410705315249	0.00674029638046084	0.0185323319696626
"presently"	0.00258728865085833	0.00600110420317338	0.00164295337298327	0.00668913099826919	0.0187043746860337	0.0125176932779987	0.0162157904734548
